,run_number,total_run_time,viper_initial_contact_range,viper_initial_contact_ata,viper_initial_contact_aa,viper_briefed_behavior,viper_briefed_launch_range,viper_briefed_evasion_range,viper_alive,cobra_initial_contact_range,cobra_initial_contact_ata,cobra_initial_contact_aa,cobra_briefed_behavior,cobra_briefed_launch_range,cobra_briefed_evasion_range,cobra_alive,outcome,viper_launched,viper_launch_range,viper_time_at_launch,cobra_launched,cobra_launch_range,cobra_time_at_launch,viper_time_in_NEUTRAL,cobra_time_in_NEUTRAL,viper_time_in_DEFENSIVE,cobra_time_in_DEFENSIVE,viper_time_in_HEADON,cobra_time_in_HEADON,viper_time_in_OFFENSIVE,cobra_time_in_OFFENSIVE,viper_p_NEUTRAL,viper_p_DEFENSIVE,viper_p_HEADON,viper_p_OFFENSIVE,cobra_p_NEUTRAL,cobra_p_DEFENSIVE,cobra_p_HEADON,cobra_p_OFFENSIVE,lognorm_viper_launch_range,lognorm_viper_briefed_launch_range,lognorm_viper_briefed_evasion_range,lognorm_cobra_launch_range,lognorm_cobra_briefed_launch_range,lognorm_cobra_briefed_evasion_range,norm_viper_launch_range,norm_viper_briefed_launch_range,norm_viper_briefed_evasion_range,norm_cobra_launch_range,norm_cobra_briefed_launch_range,norm_cobra_briefed_evasion_range,briefed_evasion_range_diff,launch_range_diff,briefed_launch_range_diff,time_at_launch_diff,viper_launch_cobra_evade_diff,viper_evade_cobra_launch_diff
134,135,122.9,60000.0,0.0,180.0,BehaviorType.ATTACK,59619.1827119816,35009.542205186495,0,60000.0,0.0,180.0,BehaviorType.ATTACK,32707.869266450376,17935.373061688522,1,0,1,59550.0,0.8,1,32654.396,53.3,0.0,0.0,55.200000000000514,0.0,67.70000000000044,67.70000000000044,0.0,55.30000000000052,9.998000399919938e-05,0.4490558357002325,0.5507442042917692,9.998000399919938e-05,9.989873568355124e-05,9.989873568355124e-05,0.5502965342373037,0.44950366829132915,0.9963443979305922,0.8719157244518346,0.895387682301076,0.4399420704908636,0.3900790004756804,0.8056070876459921,0.9959860179625696,0.7924693039905378,0.5002972164436693,0.5461590540382332,0.2527341768369998,0.2557643082000084,0.24435169880973417,0.4498269639243364,0.5383220281707739,-52.5,41683.80965029308,2301.6729387361192
135,136,72.1,60000.0,0.0,180.0,BehaviorType.ATTACK,52969.4044045756,18842.915556586515,1,60000.0,0.0,180.0,BehaviorType.ATTACK,52318.25061552908,28442.006059642605,0,3,1,52890.0,11.9,1,52230.0,13.0,0.0,0.0,0.0,0.0,72.20000000000019,72.1000000000002,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,0.8885502517057621,0.7774970397826739,0.8016302245941073,0.8748313044248457,0.7670824278725097,0.8714725665111361,0.8845980164238765,0.659450075755015,0.2686466455842687,0.873559565820943,0.6463881520253345,0.40612674166565965,-0.1373744193194521,0.011038450602933514,0.013025392799206448,-1.0999999999999996,24527.398344932997,-33475.33505894257
136,137,160.0,60000.0,0.0,180.0,BehaviorType.ATTACK,36239.59629185907,68919.96437720065,1,60000.0,0.0,180.0,BehaviorType.ATTACK,28564.959774229515,24069.92989611255,1,2,1,36150.0,39.8,1,28450.65,52.7,83.59999999999953,83.59999999999953,10.899999999999975,0.0,65.60000000000056,65.60000000000056,0.0,10.899999999999975,0.5221214619400902,0.0680756451572608,0.40970296535012446,9.992755252441975e-05,0.5221214619400903,9.992755252441977e-05,0.40970296535012457,0.06807564515726082,0.5426902022716275,0.4744624064146939,0.9978993343350657,0.31234086132109107,0.28137937749648,0.8476309182734864,0.6046227693131073,0.3247943833684759,0.986197511228458,0.4758517168135673,0.16957042997111618,0.3435571238467485,0.6418574177767474,0.12877105249954002,0.15352003922089769,-12.900000000000006,12169.666395746517,40355.00460297114
137,138,123.5,60000.0,0.0,180.0,BehaviorType.ATTACK,50254.47039731397,69127.45177522658,0,60000.0,0.0,180.0,BehaviorType.ATTACK,32768.43978367056,9930.913187201912,1,0,1,50190.0,16.4,1,32691.683,48.8,0.0,0.0,62.00000000000061,0.0,61.500000000000604,61.500000000000604,0.0,62.10000000000061,9.99800039991992e-05,0.5019239067166325,0.4978761332753692,9.99800039991992e-05,9.989913019000152e-05,9.989913019000152e-05,0.4974734013510245,0.5023268003885956,0.8409266951342548,0.7354903287064313,0.9983542906948384,0.4409987585537385,0.3915639257831096,0.7211672238178252,0.8394407185027847,0.6051417349861038,0.9891705850331284,0.5467826763225234,0.25395005451212005,0.14121095266352637,0.8471729807800428,0.29265804218026126,0.3497828332922137,-32.4,40323.557210112056,36359.01199155602
138,139,136.4,60000.0,0.0,180.0,BehaviorType.ATTACK,50419.88047518025,68656.85989322385,1,60000.0,0.0,180.0,BehaviorType.ATTACK,22053.16131152003,62089.43228328666,1,2,1,50310.0,16.2,0,-1.0,-1.0,0.0,0.0,0.0,93.89999999999894,42.600000000000335,42.600000000000335,93.89999999999894,0.0,9.990677321045343e-05,9.990677321045343e-05,0.3120255526954068,0.6877746337581723,9.990677321045343e-05,0.6877746337581723,0.3120255526954068,9.990677321045343e-05,0.8430971387668803,0.7381138398022744,0.9973204531023983,,0.07372767588615645,0.982994181648561,0.8414477095214999,0.6084505251266181,0.9824275037164597,0.0,0.03885418815813873,0.8876614909833782,0.0939877120702658,0.8414477095214999,0.5674353213431902,17.2,-11669.551808106407,46603.69858170382
139,140,63.4,60000.0,0.0,180.0,BehaviorType.ATTACK,36287.458097710034,18208.17097911457,0,60000.0,0.0,180.0,BehaviorType.ATTACK,69277.08413824078,2154.261583652849,1,0,1,36232.85,45.7,1,59790.0,0.4,0.0,0.0,0.0,0.0,63.40000000000063,63.50000000000063,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,0.5447708096976865,0.4755161343430355,0.7964440573843671,1.0,0.9924266386678926,0.5028683452062119,0.6060084293622786,0.32575178979346353,0.25955143067534897,1.0,0.9868156078680677,0.029917804844249496,0.22975056650486952,-0.3939915706377214,-0.6599099086961464,45.300000000000004,34133.196514057185,-51068.91315912621
140,141,126.7,60000.0,0.0,180.0,BehaviorType.ATTACK,34587.295005442895,62465.10501534931,1,60000.0,0.0,180.0,BehaviorType.ATTACK,56235.49615522233,25295.01316265132,1,2,0,-1.0,-1.0,1,56130.0,6.5,0.0,0.0,95.29999999999886,0.0,31.50000000000017,31.50000000000017,0.0,95.29999999999886,9.990117116973704e-05,0.7514271201638378,0.24837307749382267,9.990117116973704e-05,9.990117116973704e-05,9.990117116973704e-05,0.24837307749382267,0.7514271201638378,,0.4372052889534611,0.9830161272647305,0.941510765924994,0.8250322338686508,0.8547223870721613,0.0,0.29174247821144855,0.893706239642156,0.9387867739291866,0.7250219761738621,0.36108952468255273,0.5319482905895514,-0.9387867739291866,-0.4330410543798004,-7.5,9292.281842791574,6229.60886012698
141,142,177.4,60000.0,0.0,180.0,BehaviorType.ATTACK,25807.534742156604,28671.610480465697,1,60000.0,0.0,180.0,BehaviorType.ATTACK,25007.138500466608,50749.5090013689,1,2,1,25710.0,57.2,1,24930.0,58.5,93.79999999999896,93.79999999999896,0.5,0.0,83.19999999999956,83.19999999999956,0.0,0.5,0.5283978942048255,0.0028166199051430246,0.46868555221579683,9.993367423447452e-05,0.5283978942048256,9.993367423447453e-05,0.46868555221579694,0.002816619905143025,0.2329491313303892,0.203423856457823,0.865161537256337,0.19002613709321978,0.17461839126618686,0.9541857470294983,0.4300145506848857,0.11611603168546977,0.409481393575228,0.4169691090632369,0.09815160019439742,0.7253736809575615,-0.3159610265303012,0.013045441621648779,0.01601077290556295,-1.2999999999999972,-24941.974259212293,3664.471979999089
142,143,69.0,60000.0,0.0,180.0,BehaviorType.ATTACK,58321.96837870847,26107.383691070747,1,60000.0,0.0,180.0,BehaviorType.ATTACK,57114.99456318832,34599.349368839816,0,3,1,58230.0,3.0,1,57030.003,5.0,0.0,0.0,0.0,0.0,69.10000000000036,69.00000000000037,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,0.9759714588701434,0.8543525394186464,0.8509818757733545,0.9562396216879231,0.8374873494318767,0.8994659009687065,0.9739091167567026,0.7665204014119551,0.37273875007342183,0.953839256744326,0.7426768110444694,0.4942456589091403,-0.12153014428740266,0.02006986001237654,0.024143771118228963,-2.0,23722.619009868657,-31007.61087211757
143,144,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,69316.92919190763,50447.88401052603,1,60000.0,0.0,180.0,BehaviorType.ATTACK,48258.76347489901,41569.86078049161,1,2,1,59790.0,0.4,1,48204.688,20.3,0.0,0.0,93.099999999999,0.0,27.60000000000012,27.60000000000012,0.0,93.099999999999,9.989718707413305e-05,0.771179777495994,0.2286204281298577,9.989718707413305e-05,9.989718707413305e-05,9.989718707413305e-05,0.2286204281298577,0.771179777495994,1.0,0.9922409278077522,0.9506780650858295,0.8005708917117939,0.7022584278500626,0.9256840498816189,1.0,0.9864587413446875,0.7215122398412163,0.8062365238915556,0.5648990049410005,0.5940019803263011,0.12705508772339358,0.19376347610844435,0.42123824618522143,-19.900000000000002,27747.068411416025,2189.120535627022
144,145,118.8,60000.0,0.0,180.0,BehaviorType.ATTACK,33254.409501283546,56225.70470758127,0,60000.0,0.0,180.0,BehaviorType.ATTACK,20767.660326197845,8591.747860439704,1,0,1,33150.0,44.8,1,20675.393,66.6,0.0,0.0,46.10000000000039,0.0,72.70000000000016,72.70000000000016,0.0,46.20000000000039,9.99800039991997e-05,0.3879695441383119,0.6118304958536898,9.99800039991997e-05,9.989593332736826e-05,9.989593332736826e-05,0.6113160229713543,0.38848418516199096,0.46395070188372556,0.40582973736277633,0.967089190394944,0.016758756837272543,0.02552453609987073,0.700475851963775,0.5544479938452276,0.26508002528544194,0.8043022672160375,0.34581112542021375,0.013049357340589478,0.12204590165394037,0.6816986629806834,0.20863686842501383,0.24977941544165244,-21.799999999999997,24662.661640843842,35458.04438138343
145,146,149.8,60000.0,0.0,180.0,BehaviorType.ATTACK,43846.15803001123,11214.163020432625,1,60000.0,0.0,180.0,BehaviorType.ATTACK,62396.69995985641,57607.90238293872,1,2,1,43783.177,29.6,1,59790.0,0.4,0.0,0.0,0.0,107.89999999999814,42.00000000000032,42.00000000000032,107.89999999999814,0.0,9.991331952599838e-05,9.991331952599838e-05,0.2801308024093434,0.7196693709516048,9.991331952599837e-05,0.7196693709516045,0.28013080240934335,9.991331952599837e-05,0.7168054335285735,0.6265814556929148,0.7230868743942608,1.0,0.9084735846505521,0.9722926751439994,0.7322870833403021,0.4769526847674825,0.15933473294118258,1.0,0.8487004669928915,0.8235254598117735,-0.6639496734563751,-0.2677129166596979,-0.3710768474958806,29.200000000000003,-13761.74435292749,-51182.53693942378
146,147,170.0,60000.0,0.0,180.0,BehaviorType.ATTACK,22550.873969821365,16504.850550276355,1,60000.0,0.0,180.0,BehaviorType.ATTACK,30232.42860632782,8373.442179462209,1,2,1,22451.403,62.7,1,30150.0,49.8,73.90000000000008,73.90000000000008,11.099999999999977,0.0,85.09999999999945,85.09999999999945,0.0,11.099999999999977,0.4344069081867202,0.06524921083724734,0.5002439497522275,9.993122380479345e-05,0.4344069081867203,9.993122380479348e-05,0.5002439497522276,0.06524921083724736,0.10977239965628997,0.0957283095012415,0.7815792656938167,0.36605777216496777,0.32691418986440307,0.6967993878713781,0.3755147597464501,0.050971227973972674,0.23514465996966058,0.5042732183773477,0.20304278946141163,0.11892168731833502,0.11637013973712276,-0.12875845863089763,-0.15365842621536668,12.900000000000006,14177.431790359156,-13727.578056051465
147,148,169.4,60000.0,0.0,180.0,BehaviorType.ATTACK,30625.185906758477,31709.179698675256,1,60000.0,0.0,180.0,BehaviorType.ATTACK,27297.874037929338,48803.36605294944,1,2,1,30510.0,49.2,1,27210.93,54.7,93.79999999999896,93.79999999999896,0.2,0.0,75.5,75.5,0.0,0.2,0.553337029325798,0.0011798230902469171,0.44538321656821117,9.993101574391388e-05,0.553337029325798,9.993101574391388e-05,0.44538321656821117,0.0011798230902469171,0.3885249646551479,0.3400714986714405,0.8804020694543194,0.27108850595019907,0.24496399073999567,0.9486000637058938,0.5102941914334933,0.21248619775695995,0.4530065308050238,0.45511749259922063,0.14413526233617185,0.6975220571639684,-0.2446381689399929,0.055176698834272675,0.06655807704109748,-5.5,-18178.18014619096,4411.305660745918
148,149,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,61467.8632819408,36394.687442467,1,60000.0,0.0,180.0,BehaviorType.ATTACK,43761.85859705188,21387.946549549328,1,2,1,59790.0,0.4,1,43688.945,29.8,0.0,0.0,61.2000000000006,0.0,59.500000000000576,59.500000000000576,0.0,61.2000000000006,9.989718707413137e-05,0.5069409493314179,0.492859256294434,9.989718707413137e-05,9.989718707413134e-05,9.989718707413134e-05,0.4928592562944339,0.5069409493314178,1.0,0.8962959279239247,0.9012603013714968,0.7094951765188333,0.6237525807899361,0.8307556122566387,1.0,0.8294494936001828,0.5201448749511413,0.7307110601930056,0.4746292417121738,0.3051747474391854,0.21476433786989535,0.2692889398069944,0.35418309745685733,-29.400000000000002,40079.91673239147,-7367.171154584881
149,150,101.6,60000.0,0.0,180.0,BehaviorType.ATTACK,40625.41354770763,3428.0451689806514,1,60000.0,0.0,180.0,BehaviorType.ATTACK,33592.17938691247,39026.96375587882,0,3,1,40530.0,32.5,1,33486.407,44.3,0.0,0.0,0.0,42.20000000000033,59.400000000000574,59.400000000000574,42.30000000000033,0.0,9.988171488253192e-05,9.988171488253192e-05,0.5839541204746509,0.4158461160955839,9.998000399919926e-05,0.41527127645337025,0.5845287635386313,9.998000399919926e-05,0.6466338917280564,0.5656704641721665,0.5437114317782805,0.4632386069857632,0.41149034289648256,0.9166671954316787,0.6778779414962118,0.41252633465853183,0.04776794264707912,0.5600743757421686,0.2704856008415886,0.5576100948623474,-0.5094629296096982,0.11780356575404327,0.14068970976472095,-11.799999999999997,1598.4497918288034,-30164.134217931816
150,151,156.4,60000.0,0.0,180.0,BehaviorType.ATTACK,38401.53508039858,9184.28512170294,1,60000.0,0.0,180.0,BehaviorType.ATTACK,33730.11953544375,23655.6771973319,1,2,1,38310.0,36.2,1,33633.155,44.0,36.10000000000024,36.10000000000024,0.0,51.30000000000046,69.10000000000036,69.10000000000036,51.30000000000046,0.0,0.2306478764678086,9.99261160098754e-05,0.4414894255935055,0.32776277182267605,0.2306478764678086,0.32776277182267605,0.4414894255935055,9.99261160098754e-05,0.5954357378103127,0.5207245827269537,0.692865202763055,0.467287465625238,0.41477931168378623,0.8451510715424321,0.6407486076499808,0.3680408520249849,0.13024874090113428,0.5625287250589553,0.27325457747905524,0.33762867427869936,-0.2071028585990229,0.07821988259102541,0.09344493332435794,-7.799999999999997,14745.857883066677,-24545.834413740813
151,152,115.7,60000.0,0.0,180.0,BehaviorType.ATTACK,21875.1855343316,5631.917447535569,1,60000.0,0.0,180.0,BehaviorType.ATTACK,39013.77962885264,43632.17853249209,0,3,1,21820.054,66.8,1,38910.0,35.2,0.0,0.0,0.0,37.50000000000026,78.19999999999985,78.19999999999985,37.60000000000026,0.0,9.989368273041112e-05,9.989368273041112e-05,0.6751673283939614,0.3246328842405777,9.998000399920007e-05,0.3240492783033733,0.6757507616886284,9.998000399920007e-05,0.08384802755765745,0.0714408790940451,0.6188495041631971,0.6022317477513364,0.5315761721499287,0.9326006150786439,0.36495549497415997,0.03745505494360024,0.07934708915212109,0.6507835627435568,0.37931747152940937,0.6235162039439518,-0.5438290011820895,-0.2858280677693968,-0.34283286661693035,31.599999999999994,-21756.992998160495,-33381.86218131707
152,153,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,65156.410735703976,2408.3583865429327,1,60000.0,0.0,180.0,BehaviorType.ATTACK,31634.15124053696,68717.22417766151,1,2,1,59790.0,0.4,0,-1.0,-1.0,0.0,0.0,0.0,93.89999999999894,26.800000000000107,26.800000000000107,93.89999999999894,0.0,9.989718707413312e-05,9.989718707413312e-05,0.22199374905363004,0.7778064565722217,9.989718707413312e-05,0.7778064565722217,0.22199374905363004,9.989718707413312e-05,1.0,0.9428224595116453,0.49027889043448863,,0.3632895835660852,0.9974822716984323,1.0,0.9032335677343892,0.03315691522720989,0.0,0.23118062509273227,0.9825130878685249,-0.9489588551005215,1.0,0.6705644730730113,1.4,-3560.8134419575363,-29225.79285399403
153,154,63.3,60000.0,0.0,180.0,BehaviorType.ATTACK,68229.79058239135,49557.92697568744,1,60000.0,0.0,180.0,BehaviorType.ATTACK,27882.118514545007,35231.274436965585,0,3,1,59790.0,0.4,0,-1.0,-1.0,0.0,0.0,0.0,0.0,63.40000000000063,63.30000000000063,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,1.0,0.9796202374317236,0.9479842905686087,,0.2619603773114489,0.9020513237160338,1.0,0.9647121007594155,0.7087601017704981,0.0,0.15586324235897703,0.503289259368949,0.20503146341540113,1.0,0.8070970115781939,1.4,32998.51614542576,21675.808461142435
