,run_number,total_run_time,viper_initial_contact_range,viper_initial_contact_ata,viper_initial_contact_aa,viper_briefed_behavior,viper_briefed_launch_range,viper_briefed_evasion_range,viper_alive,cobra_initial_contact_range,cobra_initial_contact_ata,cobra_initial_contact_aa,cobra_briefed_behavior,cobra_briefed_launch_range,cobra_briefed_evasion_range,cobra_alive,outcome,viper_launched,viper_launch_range,viper_time_at_launch,cobra_launched,cobra_launch_range,cobra_time_at_launch,viper_time_in_NEUTRAL,cobra_time_in_NEUTRAL,viper_time_in_DEFENSIVE,cobra_time_in_DEFENSIVE,viper_time_in_HEADON,cobra_time_in_HEADON,viper_time_in_OFFENSIVE,cobra_time_in_OFFENSIVE,viper_p_NEUTRAL,viper_p_DEFENSIVE,viper_p_HEADON,viper_p_OFFENSIVE,cobra_p_NEUTRAL,cobra_p_DEFENSIVE,cobra_p_HEADON,cobra_p_OFFENSIVE,lognorm_viper_launch_range,lognorm_viper_briefed_launch_range,lognorm_viper_briefed_evasion_range,lognorm_cobra_launch_range,lognorm_cobra_briefed_launch_range,lognorm_cobra_briefed_evasion_range,norm_viper_launch_range,norm_viper_briefed_launch_range,norm_viper_briefed_evasion_range,norm_cobra_launch_range,norm_cobra_briefed_launch_range,norm_cobra_briefed_evasion_range,briefed_evasion_range_diff,launch_range_diff,briefed_launch_range_diff,time_at_launch_diff,viper_launch_cobra_evade_diff,viper_evade_cobra_launch_diff
404,410,156.7,60000.0,0.0,180.0,BehaviorType.ATTACK,38235.1622454066,2893.1167165739826,1,60000.0,0.0,180.0,BehaviorType.ATTACK,38170.99393377158,9653.55401654179,1,2,1,38130.0,36.5,1,38070.0,36.6,66.20000000000051,66.20000000000051,0.5,0.0,90.09999999999917,90.09999999999917,0.0,0.5,0.42215168930503333,0.0031884568678627644,0.574559927588865,9.992623823881904e-05,0.42215168930503344,9.992623823881907e-05,0.5745599275888651,0.0031884568678627653,0.5911553240623743,0.5172581266206536,0.5180344066561383,0.5820235556216797,0.5140482605365481,0.7171209072751502,0.637738121121908,0.3647128033161518,0.0401029866817806,0.6367346256125503,0.3623995986336786,0.13724161254737388,-0.09674991064340582,0.0010034955093576325,0.001283594564552848,-0.10000000000000142,28581.60822886481,-35277.877217197594
405,411,163.4,60000.0,0.0,180.0,BehaviorType.ATTACK,43794.2666054345,56122.96474969567,1,60000.0,0.0,180.0,BehaviorType.ATTACK,34325.12334899328,28053.39116428918,1,2,1,43710.0,27.2,1,34230.036,43.2,0.0,0.0,109.89999999999804,0.0,53.60000000000049,53.60000000000049,0.0,109.89999999999804,9.991886636970756e-05,0.6720369286432475,0.32776323362401305,9.991886636970756e-05,9.991886636970756e-05,9.991886636970756e-05,0.32776323362401305,0.6720369286432475,0.7152851183326916,0.6256360231271167,0.9668123830930891,0.4835756816984788,0.42881380118069634,0.8695073370143004,0.7310632034921644,0.4759146716292774,0.802830112856839,0.5725115151109699,0.2851985377869456,0.4005651996038289,0.40170903385192464,0.1585516883811945,0.1894165594393723,-16.000000000000004,15740.875441145323,21797.84140070239
406,412,66.3,60000.0,0.0,180.0,BehaviorType.ATTACK,27504.78296415144,35685.85418263073,0,60000.0,0.0,180.0,BehaviorType.ATTACK,56489.70298377527,34496.46195788404,1,0,0,-1.0,-1.0,1,56370.0,6.1,0.0,0.0,0.0,0.0,66.30000000000052,66.40000000000052,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,,0.25427538044925935,0.8982835263194463,0.9454614128968227,0.8286521151729703,0.899040487841588,0.0,0.15006703548997635,0.5099880479980414,0.942800755966617,0.7301248615690298,0.49277321750119324,0.01702161951339326,-0.942800755966617,-0.5798015382234183,-7.1,-6991.678993732603,-20803.848801144544
407,413,139.3,60000.0,0.0,180.0,BehaviorType.ATTACK,25332.12036001756,60415.45592343184,1,60000.0,0.0,180.0,BehaviorType.ATTACK,48662.13663923068,58632.85897001651,1,2,0,-1.0,-1.0,1,48570.0,19.1,0.0,0.0,95.49999999999883,0.0,43.900000000000354,43.900000000000354,0.0,95.49999999999883,9.990829666323561e-05,0.6849420194787426,0.314858163927931,9.990829666323561e-05,9.990829666323561e-05,9.990829666323561e-05,0.314858163927931,0.6849420194787426,,0.1885793275756985,0.9779666946352393,0.8075614693980503,0.7089390892936567,0.9748118500904892,0.0,0.10660605236273468,0.8643369474252635,0.8123463397501296,0.5729962186971684,0.8381938094780914,0.025511085792772836,-0.8123463397501296,-0.4666833414170901,-20.1,-33300.73860999895,11753.319284201156
408,414,63.1,60000.0,0.0,180.0,BehaviorType.ATTACK,63500.93977066887,67667.45704243645,1,60000.0,0.0,180.0,BehaviorType.ATTACK,24080.224338183914,18440.89567297572,0,3,1,59790.0,0.4,0,-1.0,-1.0,0.0,0.0,0.0,0.0,63.200000000000635,63.10000000000063,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,1.0,0.9222753696117502,0.9951235372441257,,0.14430400109976108,0.8095776355893997,1.0,0.8701182577262292,0.9682504128380316,0.0,0.07954495312590021,0.26299893893469334,0.7044907307697592,1.0,0.7885545804559047,1.4,45060.04409769315,43587.232704252536
409,415,139.3,60000.0,0.0,180.0,BehaviorType.ATTACK,48682.183700590926,52829.66064954365,1,60000.0,0.0,180.0,BehaviorType.ATTACK,30286.428218531764,27147.4321554442,1,2,1,48570.0,19.1,1,30231.661,53.3,63.90000000000064,63.90000000000064,9.399999999999984,0.0,66.10000000000053,66.10000000000053,0.0,9.399999999999984,0.45834731149175767,0.06742511311459268,0.4741276571143212,9.991827932832741e-05,0.45834731149175767,9.991827932832741e-05,0.4741276571143212,0.06742511311459268,0.8111068069428665,0.7101127331466004,0.9576600371878446,0.3685622589704548,0.32834646823403496,0.8648181015777168,0.8123463397501296,0.5736904063410345,0.7556405666765365,0.5056389924905086,0.20412676440429103,0.3875998470292613,0.3675432818435407,0.306707347259621,0.3679805677593243,-34.199999999999996,21534.751545146726,22543.232431011886
410,416,140.3,60000.0,0.0,180.0,BehaviorType.ATTACK,48088.81400747338,34522.73094071859,1,60000.0,0.0,180.0,BehaviorType.ATTACK,34141.283621892944,46718.68219198656,1,2,1,47970.0,20.1,0,-1.0,-1.0,0.0,0.0,0.0,93.49999999999896,46.900000000000404,46.900000000000404,93.49999999999896,0.0,9.990880739931938e-05,9.990880739931938e-05,0.33397883585375043,0.665821346531451,9.990880739931938e-05,0.665821346531451,0.33397883585375043,9.990880739931938e-05,0.7998092986549314,0.7003217800221548,0.8932684075761375,,0.4245036722068203,0.9423640711182613,0.8023113846565537,0.5618209010751313,0.4933217286213818,0.0,0.28150818429088853,0.66768774788506,-0.17453858994848287,0.8023113846565537,0.27900023758914466,21.1,1370.1318154868204,381.4473188256452
411,417,110.8,60000.0,0.0,180.0,BehaviorType.ATTACK,21446.722568473844,60433.8785247826,0,60000.0,0.0,180.0,BehaviorType.ATTACK,40651.65477407855,27413.98521174587,1,0,0,-1.0,-1.0,1,40590.0,32.4,0.0,0.0,53.800000000000495,0.0,57.00000000000054,57.00000000000054,0.0,53.900000000000496,9.998000399919923e-05,0.4854624742921451,0.5143375656998564,9.998000399919923e-05,9.988986871514129e-05,9.988986871514129e-05,0.5138738733540711,0.4859263469084987,,0.05564807455257818,0.9780128383618871,0.641371282362015,0.5645826709513918,0.8662138319390422,0.0,0.02888427101499522,0.8646009237149609,0.6788814370055694,0.41219577462322676,0.391414538776944,0.4725540058638381,-0.6788814370055694,-0.3841669815458262,-33.4,-5967.262643272024,19782.223750704048
412,418,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,69916.06285345042,41374.16378476668,1,60000.0,0.0,180.0,BehaviorType.ATTACK,52572.08118949289,55500.1773221959,1,2,1,59790.0,0.4,1,52500.263,12.6,0.0,0.0,0.0,88.29999999999926,32.40000000000019,32.40000000000019,88.29999999999926,0.0,9.989718707413278e-05,9.989718707413278e-05,0.268380502587224,0.7314197030386277,9.989718707413278e-05,0.7314197030386277,0.268380502587224,9.989718707413278e-05,1.0,0.9991119860783084,0.9206682000155237,0.8796101633281336,0.770966942070435,0.9669682753876355,1.0,0.9984435464891815,0.5914954765545062,0.8780796942683682,0.6514834845783593,0.793361403517855,-0.20216008031023758,0.12192030573163182,0.3469413488418468,-12.2,14415.88553125452,-11197.917404726213
413,419,148.5,60000.0,0.0,180.0,BehaviorType.ATTACK,39264.271962783554,60116.85052746786,1,60000.0,0.0,180.0,BehaviorType.ATTACK,43135.78404106061,60855.51021301953,1,2,1,39152.847,34.8,1,43050.0,28.3,95.29999999999886,95.29999999999886,0.4,0.0,52.90000000000048,52.90000000000048,0.0,0.4,0.64125489478339,0.0026915210693951638,0.35595366142751356,9.992271970129545e-05,0.64125489478339,9.992271970129545e-05,0.35595366142751356,0.0026915210693951638,0.6152147933951942,0.5384626278744777,0.9772167986233591,0.6958535535937277,0.6121873856088793,0.9801267591103153,0.6548451606429061,0.3852986595728484,0.8600582495905026,0.7200247528892308,0.4620615749573498,0.8700025963376369,-0.010571099975049014,-0.06517959224632475,-0.0774440176724942,6.4999999999999964,-21591.238250235976,16981.066486407253
414,420,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,65647.95905775065,65900.60854422468,1,60000.0,0.0,180.0,BehaviorType.ATTACK,37421.15601558382,58742.99997934469,1,2,1,59790.0,0.4,0,-1.0,-1.0,0.0,0.0,0.0,93.59999999999896,27.10000000000011,27.10000000000011,93.59999999999896,0.0,9.989718707413309e-05,9.989718707413309e-05,0.22447875370721543,0.7753214519186362,9.989718707413309e-05,0.7753214519186362,0.22447875370721543,9.989718707413309e-05,1.0,0.9488229312696644,0.9911192245888212,,0.4981249876251777,0.9750799338121211,1.0,0.913066283265115,0.9429333524438476,0.0,0.3473475365657769,0.8397700585190709,0.10243390454577739,1.0,0.5646365010459735,1.4,6904.959078405955,28479.45252864086
415,421,151.3,60000.0,0.0,180.0,BehaviorType.ATTACK,41447.30980855761,33991.44826300727,1,60000.0,0.0,180.0,BehaviorType.ATTACK,35792.79936352812,37657.63527457534,1,2,1,41370.0,31.1,1,35678.606,40.6,90.09999999999916,90.09999999999916,4.5,0.0,56.80000000000053,56.80000000000053,0.0,4.5,0.5950528193582725,0.029719619168837415,0.37512763750888467,9.99239640054467e-05,0.5950528193582725,9.99239640054467e-05,0.37512763750888467,0.029719619168837415,0.6652780909188682,0.5816613331555366,0.8909211547376944,0.5219534426078328,0.4624178793303815,0.9115651337576366,0.6919268786272181,0.4289671844513988,0.48570901273113165,0.5967387399441387,0.3146603053643188,0.5380133731816044,-0.05246750321505311,0.0951881386830794,0.11311032949923028,-9.5,3789.6745339822737,-1801.3511005208493
416,422,75.0,60000.0,0.0,180.0,BehaviorType.ATTACK,20572.07262103996,39305.41517282487,0,60000.0,0.0,180.0,BehaviorType.ATTACK,54719.47174645012,38367.88388044193,1,0,0,-1.0,-1.0,1,54630.0,9.0,0.0,0.0,14.999999999999964,0.0,60.00000000000058,60.00000000000058,0.0,15.099999999999962,9.998000399919944e-05,0.1999600079983984,0.7998400319936032,9.998000399919944e-05,9.984690141782526e-05,9.984690141782526e-05,0.7987752113426099,0.20102509485455436,,0.02240564152033072,0.9129049195531181,0.9164298316587906,0.803098434702556,0.9142342265864607,0.0,0.011388159775569411,0.5618525085230515,0.9136993861952468,0.6945896748140641,0.5481778767637208,0.01341718956018989,-0.9136993861952468,-0.6830694901292597,-10.0,-17795.81125940197,-15414.056573625254
417,423,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,31194.94866122363,46329.05478268188,1,60000.0,0.0,180.0,BehaviorType.ATTACK,67749.18395848986,38179.85299886322,1,2,0,-1.0,-1.0,1,59790.0,0.4,0.0,0.0,72.70000000000014,0.0,48.00000000000041,48.00000000000041,0.0,72.70000000000014,9.989718707413187e-05,0.6021994610521891,0.3976007445736626,9.989718707413187e-05,9.989718707413187e-05,9.989718707413187e-05,0.3976007445736626,0.6021994610521891,,0.35478838019083386,0.9377875490593213,1.0,0.9745273181566938,0.9135324518202778,0.0,0.2238834802486021,0.6624937963129798,1.0,0.956144915200575,0.5454869308701722,0.11662478467233073,-1.0,-0.7312147778771341,-1.4,-6984.904337639593,-21420.129175807975
418,424,74.9,60000.0,0.0,180.0,BehaviorType.ATTACK,66088.78032010814,33021.42018484122,0,60000.0,0.0,180.0,BehaviorType.ATTACK,64340.89228743845,27671.399357891496,1,0,1,59790.0,0.4,1,59790.0,0.4,0.0,0.0,0.0,0.0,74.90000000000003,75.00000000000003,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,1.0,0.9541660722260703,0.8865392553228882,1.0,0.9330996618037042,0.8675488871712306,1.0,0.9218842770985781,0.4718095417443212,1.0,0.8877277059159778,0.39509844183422943,0.0765651708581353,0.0,0.03496398021102243,0.0,38417.380962216645,-31319.472102597232
419,425,118.3,60000.0,0.0,180.0,BehaviorType.ATTACK,30630.265319000115,19181.777157526816,1,60000.0,0.0,180.0,BehaviorType.ATTACK,50792.61728319414,69006.12873989239,0,3,1,30561.386,53.6,1,50730.0,15.5,0.0,0.0,0.0,51.50000000000046,66.8000000000005,66.8000000000005,51.60000000000046,0.0,9.9895578299133e-05,9.9895578299133e-05,0.5640764691785405,0.4357237396648613,9.998000399919934e-05,0.4352468475028582,0.5645531924891433,9.998000399919934e-05,0.3900544321782298,0.34020390480551566,0.8043278032304052,0.8478500399434025,0.7433301746586864,0.9980815761418794,0.5111536184375575,0.21258780407600372,0.27350217203430577,0.848472178087003,0.6157629634957044,0.9866476562906656,-0.7130458207906845,-0.33731855964944557,-0.4033187835304356,38.1,-38375.863420892274,-31610.84012566732
420,426,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,62898.353863904296,10442.603737236324,1,60000.0,0.0,180.0,BehaviorType.ATTACK,49579.84101581632,62845.43035315463,1,2,1,59790.0,0.4,1,49508.136,18.2,0.0,0.0,0.0,93.89999999999894,26.800000000000107,26.800000000000107,93.89999999999894,0.0,9.989718707413312e-05,9.989718707413312e-05,0.22199374905363004,0.7778064565722217,9.989718707413312e-05,0.7778064565722217,0.22199374905363004,9.989718707413312e-05,1.0,0.9146630502530056,0.7122982642810152,0.8252754305913794,0.7239340638024264,0.9847229722455786,1.0,0.8580643953930813,0.14827910876619302,0.8280365941362412,0.5914179907912456,0.8984807238910869,-0.7499468699422931,0.1719634058637588,0.26641764858904693,-17.8,52.923510749664274,-39137.237278579996
421,427,142.0,60000.0,0.0,180.0,BehaviorType.ATTACK,47270.86236260873,62835.18166364945,1,60000.0,0.0,180.0,BehaviorType.ATTACK,47012.74749620637,1907.8420620150985,1,2,1,47190.0,21.4,1,46950.0,21.8,0.0,0.0,95.89999999999884,0.0,46.20000000000039,46.20000000000039,0.0,95.89999999999884,9.990965915327322e-05,0.6747419938590695,0.32505818682262405,9.990965915327322e-05,9.990965915327322e-05,9.990965915327322e-05,0.32505818682262405,0.6747419938590695,0.7849094102182815,0.6866251760255747,0.983910146476351,0.776151234062623,0.681263580795152,0.48551601737073585,0.7892659430349049,0.5454589576382055,0.8990090445317515,0.7852519609974745,0.5398867864415584,0.026391247960221194,0.8719428049760382,0.004013982037430419,0.005163215785211617,-0.40000000000000213,45363.02030059363,15822.434167443076
422,428,110.4,60000.0,0.0,180.0,BehaviorType.ATTACK,35493.99047144483,33613.57596440623,0,60000.0,0.0,180.0,BehaviorType.ATTACK,29559.033854419136,18560.496158915168,1,0,1,35430.0,41.0,1,29441.148,51.0,0.0,0.0,44.00000000000036,0.0,66.40000000000052,66.40000000000052,0.0,44.10000000000036,9.998000399919937e-05,0.39847103043159493,0.6013290095604066,9.998000399919937e-05,9.988954243351115e-05,9.988954243351115e-05,0.6007849291290934,0.39901529178603956,0.5244054714735371,0.45786494108214193,0.8892292473898197,0.3440283479033753,0.30883511066587027,0.8105010920922534,0.5925808232008162,0.30987961385067747,0.4802945044613767,0.49241772173069526,0.18952522872451807,0.26471056435389584,0.21542750290669094,0.10016310147012092,0.11872025085841206,-10.0,16933.49431252966,4054.542109987091
423,429,145.8,60000.0,0.0,180.0,BehaviorType.ATTACK,26657.243926680763,67095.5984524218,1,60000.0,0.0,180.0,BehaviorType.ATTACK,44772.17942722712,18392.48141993427,1,2,0,-1.0,-1.0,1,44670.0,25.6,0.0,0.0,95.59999999999884,0.0,50.300000000000445,50.300000000000445,0.0,95.59999999999884,9.991149130167043e-05,0.6551123846666376,0.34468779235075897,9.991149130167043e-05,9.991149130167045e-05,9.991149130167045e-05,0.3446877923507591,0.6551123846666377,,0.229286911895461,0.9938390601090507,0.7300573740053334,0.6420713073612843,0.809202116521372,0.0,0.1331132389193046,0.960056287266435,0.7471191316418859,0.494910173731517,0.2623060733037008,0.6969996187925509,-0.7471191316418859,-0.3623631688796738,-26.6,8264.762506746494,22323.41902519467
424,430,142.2,60000.0,0.0,180.0,BehaviorType.ATTACK,46892.831998714406,55845.25869232708,1,60000.0,0.0,180.0,BehaviorType.ATTACK,40399.24247904477,37328.87409449752,1,2,1,46830.0,22.0,1,40306.981,32.9,84.89999999999945,84.89999999999945,9.499999999999982,0.0,47.90000000000041,47.90000000000041,0.0,9.499999999999982,0.5965672298945217,0.06675369474673715,0.33657915561776236,9.99197409788004e-05,0.5965672298945217,9.99197409788004e-05,0.33657915561776236,0.06675369474673715,0.7779492778817759,0.6802147791947527,0.9660616294869635,0.6348924924918802,0.5595836900736723,0.9103125688979117,0.7832449699787594,0.5378970052045714,0.7988508803231231,0.6741479654128548,0.40712891225284614,0.533308409081767,0.26499151989583225,0.10909700456590454,0.129894896709975,-10.899999999999999,9563.957904216884,15446.01621328231
425,431,125.1,60000.0,0.0,180.0,BehaviorType.ATTACK,50336.39636225357,33818.94147236054,0,60000.0,0.0,180.0,BehaviorType.ATTACK,38616.54152775619,20255.07976375821,1,0,1,50250.0,16.3,1,38518.344,36.5,0.0,0.0,66.60000000000049,0.0,58.50000000000056,58.50000000000056,0.0,66.70000000000049,9.998000399919933e-05,0.5322676471899859,0.46753239280201575,9.998000399919933e-05,9.990016372127469e-05,9.990016372127469e-05,0.46715903898438255,0.532641160688175,0.8420125648443427,0.7367908051725913,0.8901511083940075,0.5928643844905134,0.5233622478182517,0.8229816258114757,0.8404442140121423,0.6067805458042899,0.4832371738374006,0.644233145456674,0.3713434115246952,0.28896207428907794,0.19411501801710934,0.19621106855546833,0.23443879976885074,-20.2,30081.316598495356,-4797.600055395655
426,432,64.9,60000.0,0.0,180.0,BehaviorType.ATTACK,59064.87995162478,14623.27537216156,1,60000.0,0.0,180.0,BehaviorType.ATTACK,42110.82944086492,25016.922803921985,0,3,1,58950.0,1.8,1,42049.518,32.9,0.0,0.0,0.0,0.0,65.0000000000006,64.9000000000006,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,0.9871405436900783,0.8644581571504831,0.7632601568300583,0.6740809164671661,0.5928865631667847,0.8531432516553629,0.9859510628689937,0.7813812763927808,0.2081836882345388,0.7032917663193456,0.44148688823543364,0.357109720394155,-0.14874547542755465,0.28265929654964805,0.3391413382752427,-31.099999999999998,34047.95714770279,-27487.554068703364
427,433,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,62910.86239596323,35224.36528656175,1,60000.0,0.0,180.0,BehaviorType.ATTACK,43938.86324710549,47681.34879420148,1,2,1,59790.0,0.4,1,43889.096,29.4,0.0,0.0,0.0,75.3,45.400000000000375,45.400000000000375,75.3,0.0,9.989718707413203e-05,9.989718707413203e-05,0.376064037575923,0.6237361680499288,9.989718707413203e-05,0.6237361680499288,0.376064037575923,9.989718707413203e-05,1.0,0.9148218073968463,0.8963135340173648,0.713727434561239,0.6269923158090033,0.9452775969395791,1.0,0.8583146105437104,0.5033754027911385,0.7340585706878962,0.47818238955158054,0.6814646536695613,-0.17827427247291583,0.26594142931210385,0.37950749155884195,-29.0,15229.513601761748,-8714.49796054374
428,435,63.1,60000.0,0.0,180.0,BehaviorType.ATTACK,21438.564309937978,6603.316542546189,0,60000.0,0.0,180.0,BehaviorType.ATTACK,64208.28625324961,2357.332891436205,1,0,0,-1.0,-1.0,1,59790.0,0.4,0.0,0.0,0.0,0.0,63.10000000000063,63.200000000000635,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,,0.05534431598499708,0.6429322715337704,1.0,0.9314438097614844,0.5157363764614178,0.0,0.028721076814524175,0.09326620535259339,1.0,0.8850658049787556,0.03282399715260399,0.06076508376761501,-1.0,-0.8555466275335889,-1.4,19081.23141850177,-57604.969710703415
429,436,153.2,60000.0,0.0,180.0,BehaviorType.ATTACK,22405.1735056694,22745.85232892189,1,60000.0,0.0,180.0,BehaviorType.ATTACK,40297.52186933576,46561.48875410325,1,2,1,22341.998,66.3,1,40230.0,33.0,67.60000000000043,67.60000000000043,0.0,7.19999999999999,78.49999999999983,78.49999999999983,7.19999999999999,0.0,0.4409213638924038,9.992478246792281e-05,0.5120166725673579,0.04696203875777045,0.4409213638924038,0.04696203875777045,0.5120166725673579,9.992478246792281e-05,0.10533266395934708,0.09055326937955319,0.8301208037320302,0.6331223950277237,0.5575602960819702,0.9418826273852032,0.3736849693097623,0.048056700241000484,0.32457157977070467,0.6728604639494238,0.4050869977353391,0.665438122543662,-0.34083012589483075,-0.2991754946396615,-0.3579106341041976,33.3,-24156.31524843385,-17551.66954041387
430,437,170.2,60000.0,0.0,180.0,BehaviorType.ATTACK,30135.631209497136,1963.3939721816607,1,60000.0,0.0,180.0,BehaviorType.ATTACK,20900.592339666284,18670.83178428322,1,2,1,30030.0,50.0,1,20836.632,65.5,75.69999999999997,75.69999999999997,0.0,7.799999999999988,86.79999999999936,86.79999999999936,7.799999999999988,0.0,0.4444652683566227,9.993129283262512e-05,0.5096378506387659,0.04579694971177878,0.4444652683566227,0.04579694971177878,0.5096378506387659,9.993129283262512e-05,0.37411240751126423,0.3272060066234541,0.45936297098846235,0.023951709558698277,0.030645517048045384,0.8113477511393811,0.5022662273586326,0.2026933618159102,0.026781048273677326,0.3485078356274356,0.01571780190574825,0.26628959858222806,-0.23910333661533736,0.15375839173119699,0.1847336386871451,-15.5,11464.799425213918,-18937.198367484623
431,438,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,66008.17839654861,67540.74490505616,1,60000.0,0.0,180.0,BehaviorType.ATTACK,43450.3320071637,38145.91961989069,1,2,1,59790.0,0.4,1,43359.326,30.5,65.80000000000054,65.80000000000054,11.699999999999974,0.0,43.200000000000344,43.200000000000344,0.0,11.699999999999974,0.5450988078573099,0.09692486401110122,0.35787642096406963,9.990716751913531e-05,0.54509880785731,9.990716751913534e-05,0.35787642096406974,0.09692486401110123,1.0,0.9531917737397736,0.9948398621043462,0.7024828358135212,0.6180187197211165,0.9134054365389034,1.0,0.9202719518193659,0.9664347626348705,0.7251982070880233,0.4683757335165205,0.5450013037963974,0.4206749642854948,0.2748017929119767,0.4512371959873602,-30.1,27862.258776657924,24090.412897892456
432,439,125.8,60000.0,0.0,180.0,BehaviorType.ATTACK,56749.177545685976,25335.165526349283,1,60000.0,0.0,180.0,BehaviorType.ATTACK,59293.62992274432,59498.15615802936,1,2,1,56670.134,5.6,1,59190.0,1.4,0.0,0.0,0.0,99.09999999999864,26.800000000000107,26.800000000000107,99.09999999999864,0.0,9.990060763075562e-05,9.990060763075562e-05,0.21282482388746116,0.7869753748972772,9.990060763075565e-05,0.7869753748972774,0.2128248238874612,9.990060763075565e-05,0.9512925155580345,0.8325266995784967,0.8464376894856749,0.9906612271464741,0.8675327153279112,0.9769045606785914,0.9478204746533759,0.735058988247015,0.3616736848267263,0.989965044906424,0.786410201767918,0.8505772429611047,-0.48891309012544154,-0.042144570253048075,-0.05089810153541385,4.199999999999999,-2748.9786123433805,-33958.46439639504
433,440,71.8,60000.0,0.0,180.0,BehaviorType.ATTACK,31857.333163701045,28501.260030535395,0,60000.0,0.0,180.0,BehaviorType.ATTACK,49537.05680463879,9562.34201380524,1,0,1,31785.556,50.4,1,49470.0,17.6,0.0,0.0,0.0,0.0,71.80000000000021,71.9000000000002,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,0.42575010036886113,0.3715634647727407,0.8642596327774064,0.8245619129182704,0.7232411754704158,0.7157647980794031,0.5316277700657289,0.23713352727898007,0.4070404527512542,0.8273987723904935,0.59055915105195,0.13593626013852758,0.27103847643260537,-0.2957710023247646,-0.35365738306127903,32.8,22294.991149895803,-21035.796774103397
434,441,66.8,60000.0,0.0,180.0,BehaviorType.ATTACK,66755.10446814891,21767.87232564916,1,60000.0,0.0,180.0,BehaviorType.ATTACK,54449.48506077986,25694.10894228292,0,3,1,59790.0,0.4,1,54336.763,9.5,0.0,0.0,0.0,0.0,66.90000000000049,66.8000000000005,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,1.0,0.9621752330432103,0.8234694215501432,0.9114463299530255,0.7991286087602227,0.8569585761265822,1.0,0.9352131310587714,0.3105581661519257,0.9087950193172886,0.689170028445636,0.3668010606829978,-0.05618912282878402,0.09120498068271143,0.24615617556833003,-9.1,41060.99552586599,-32681.612735130697
435,442,63.9,60000.0,0.0,180.0,BehaviorType.ATTACK,58805.62094428632,33965.49972455204,1,60000.0,0.0,180.0,BehaviorType.ATTACK,24463.80127959888,23419.866738675704,0,3,1,58710.0,2.2,0,-1.0,-1.0,0.0,0.0,0.0,0.0,64.00000000000064,63.900000000000645,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,0.9834327452209448,0.8609460414735709,0.8908055741156302,,0.15698791061200945,0.8437199668803277,0.9819370808315633,0.7761951737176191,0.4853371977646098,0.0,0.08724478236892907,0.3342539457232143,0.15092056974872725,0.9819370808315633,0.6869585927267096,3.2,35385.75420561062,9501.698444953163
436,443,63.1,60000.0,0.0,180.0,BehaviorType.ATTACK,25931.350180331247,30525.11225411508,0,60000.0,0.0,180.0,BehaviorType.ATTACK,63097.70252771017,35776.70552215174,1,0,0,-1.0,-1.0,1,59790.0,0.4,0.0,0.0,0.0,0.0,63.10000000000063,63.200000000000635,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,,0.20724504045180384,0.874642300401516,1.0,0.9174401715877148,0.9042458526795665,0.0,0.11859278102481109,0.43604010327314596,1.0,0.8627722202413732,0.5110950279032045,-0.07515655524539483,-1.0,-0.7434592969921716,-1.4,-9845.35534182049,-32572.59027359509
