run_number,total_run_time,viper_initial_contact_range,viper_initial_contact_ata,viper_initial_contact_aa,viper_briefed_behavior,viper_briefed_launch_range,viper_briefed_evasion_range,viper_alive,cobra_initial_contact_range,cobra_initial_contact_ata,cobra_initial_contact_aa,cobra_briefed_behavior,cobra_briefed_launch_range,cobra_briefed_evasion_range,cobra_alive,outcome,viper_launched,viper_launch_range,viper_time_at_launch,cobra_launched,cobra_launch_range,cobra_time_at_launch
36,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49635.67624986691,5789.9975867035155,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49076.56190693347,26618.399025902872,0,VIPER_WIN,True,49550.0,0.8,True,49010.0,1.7
37,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49392.230676275874,14199.872168770416,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49278.06256305863,26850.24625942572,0,VIPER_WIN,True,49310.0,1.2,True,49190.0,1.4
38,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49648.10357973626,41340.46129026669,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49032.30784751612,23342.911691062207,1,BOTH_SURVIVED,True,49550.0,0.8,True,48950.0,1.8
39,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49007.16298255003,39855.64727801289,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49923.799027477064,31235.10826693545,1,BOTH_SURVIVED,True,48890.001,1.9,True,49790.0,0.4
40,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49071.192986454014,14593.098768410717,0,50000.0,0.0,180.0,BehaviorType.ATTACK,49772.04909326165,23664.419732736493,1,COBRA_WIN,True,49010.0,1.7,True,49670.0,0.6
41,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49770.82387150761,37210.95423766435,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49256.93892459405,32661.838608525784,1,BOTH_SURVIVED,True,49670.0,0.6,True,49190.0,1.4
42,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49665.964949622605,2533.913587699488,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49888.49037472185,31542.439175167492,0,VIPER_WIN,True,49550.0,0.8,True,49790.0,0.4
43,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49129.093491769745,32083.69489633167,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49000.6087010363,33611.07864013525,1,BOTH_SURVIVED,True,49010.0,1.7,True,48890.0,1.9
44,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49092.48252845649,49524.8689924402,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49782.05240598488,24951.850998372494,1,BOTH_SURVIVED,True,49010.0,1.7,True,49670.0,0.6
45,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49848.658722487555,37692.636862865504,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49752.10112786049,41531.9060992266,1,BOTH_SURVIVED,True,49730.0,0.5,True,49670.0,0.6
46,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49115.80797240851,2253.598566995041,0,50000.0,0.0,180.0,BehaviorType.ATTACK,49964.203760087104,22660.16920680475,1,COBRA_WIN,True,49010.0,1.7,True,49790.0,0.4
47,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49792.58704563222,40871.75306467288,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49527.22861024765,9077.811446669437,1,BOTH_SURVIVED,True,49730.0,0.5,True,49430.0,1.0
48,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49366.76404715624,28338.829312476744,0,50000.0,0.0,180.0,BehaviorType.ATTACK,49894.77044250464,15895.700836844362,1,COBRA_WIN,True,49250.0,1.3,True,49790.0,0.4
49,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49572.23411019951,42575.998011943426,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49821.50108976056,36885.4355780114,1,BOTH_SURVIVED,True,49490.0,0.9,True,49730.0,0.5
50,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49259.75231735812,13622.758688394104,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49071.01236218785,25910.587199742436,0,VIPER_WIN,True,49190.0,1.4,True,49010.0,1.7
51,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49128.99235900457,26101.316556420938,0,50000.0,0.0,180.0,BehaviorType.ATTACK,49249.80460746421,10814.646061388083,1,COBRA_WIN,True,49010.0,1.7,True,49130.0,1.5
52,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49419.305070036855,23876.596177368032,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49199.5346032455,34614.41135362052,0,VIPER_WIN,True,49310.0,1.2,True,49130.0,1.5
53,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49871.971734024344,37030.69465951853,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49121.59396370085,38459.19765083393,1,BOTH_SURVIVED,True,49790.0,0.4,True,49010.0,1.7
54,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49674.97134839256,1707.6378619585053,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49421.647699375266,27660.02460137364,0,VIPER_WIN,True,49610.0,0.7,True,49310.0,1.2
55,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49634.7888467734,7893.046186843172,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49168.02941985327,41170.73763217229,1,BOTH_SURVIVED,True,49550.0,0.8,True,49070.0,1.6
56,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49731.394888349925,49286.2940427268,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49795.053370285015,27920.525885096544,1,BOTH_SURVIVED,True,49670.0,0.6,True,49730.0,0.5
57,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49894.29552852419,14858.484275667804,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49697.00058839964,5057.457730279386,0,VIPER_WIN,True,49790.0,0.4,True,49610.0,0.7
58,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49627.50732896782,23897.85575190593,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49565.38009482437,48493.4417912362,1,BOTH_SURVIVED,True,49550.0,0.8,True,49490.0,0.9
59,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49031.27205989734,31970.13964580827,0,50000.0,0.0,180.0,BehaviorType.ATTACK,49616.47940873864,8073.220478220244,1,COBRA_WIN,True,48950.0,1.8,True,49550.0,0.8
60,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49170.405590646245,22987.723131894272,0,50000.0,0.0,180.0,BehaviorType.ATTACK,49890.54235193235,10169.723278012505,1,COBRA_WIN,True,49070.0,1.6,True,49790.0,0.4
61,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49971.18827005995,2458.979985004195,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49663.29880184421,28782.15253124283,0,VIPER_WIN,True,49790.0,0.4,True,49550.0,0.8
62,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49822.38609202777,3224.193877519771,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49646.78694975649,43245.42558064194,1,BOTH_SURVIVED,True,49730.0,0.5,True,49550.0,0.8
63,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49559.80467824113,7676.5303037793665,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49100.675783263876,38135.9701873762,1,BOTH_SURVIVED,True,49490.0,0.9,True,49010.0,1.7
64,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49204.09046927766,39676.936988753514,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49330.72486588476,37583.146913180695,1,BOTH_SURVIVED,True,49130.0,1.5,True,49250.0,1.3
65,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49724.46278983359,25461.856743312066,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49363.93582188882,44132.85867325007,1,BOTH_SURVIVED,True,49610.0,0.7,True,49250.0,1.3
66,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49824.08300470086,26852.92752352738,0,50000.0,0.0,180.0,BehaviorType.ATTACK,49364.693638279685,5495.969695471764,1,COBRA_WIN,True,49730.0,0.5,True,49250.0,1.3
67,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49866.64311107913,19193.812183297126,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49832.11635004386,3049.07531420513,0,VIPER_WIN,True,49790.0,0.4,True,49730.0,0.5
68,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49188.680941182894,44800.56956014154,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49571.952743089096,4012.7422136937653,1,BOTH_SURVIVED,True,49070.0,1.6,True,49490.0,0.9
69,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49621.25819001693,29769.218818928523,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49996.06368300142,45562.24020367535,1,BOTH_SURVIVED,True,49550.0,0.8,True,49790.0,0.4
70,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49445.07753613895,8389.04263493115,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49323.51858705001,26408.02594419811,0,VIPER_WIN,True,49370.0,1.1,True,49250.0,1.3
71,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49470.120976763086,1200.0097423607192,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49211.00524501658,45376.18652280851,1,BOTH_SURVIVED,True,49370.0,1.1,True,49130.0,1.5
72,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49044.24404941174,25650.730991556447,0,50000.0,0.0,180.0,BehaviorType.ATTACK,49208.344074935776,14911.35178355919,1,COBRA_WIN,True,48950.0,1.8,True,49130.0,1.5
73,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49875.95474282671,26237.53020011341,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49791.32710655865,4117.659488903874,0,VIPER_WIN,True,49790.0,0.4,True,49730.0,0.5
74,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49943.44652715691,17326.404873454416,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49329.02961657725,31904.555701103392,0,VIPER_WIN,True,49790.0,0.4,True,49250.0,1.3
75,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49547.8468217791,46789.27904596585,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49582.139185996006,34537.43417536018,1,BOTH_SURVIVED,True,49430.0,1.0,True,49490.0,0.9
76,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49981.8014207995,24240.94527968713,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49576.330859144015,10725.740993872107,0,VIPER_WIN,True,49790.0,0.4,True,49490.0,0.9
77,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49883.356985747516,12250.747125618273,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49441.44751076366,8277.30600793985,0,VIPER_WIN,True,49790.0,0.4,True,49370.0,1.1
78,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49112.29631342333,32869.96045213072,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49943.4027470837,35241.38370278281,1,BOTH_SURVIVED,True,49010.0,1.7,True,49790.0,0.4
79,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49200.03655217416,13580.699950770559,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49074.95215115489,6664.988984118414,0,VIPER_WIN,True,49130.0,1.5,True,49010.0,1.7
80,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49142.45571541111,37421.714986250845,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49613.36273383206,41117.033916786764,1,BOTH_SURVIVED,True,49070.0,1.6,True,49550.0,0.8
81,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49310.488017489326,28943.630197712788,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49990.774199382635,31014.86442336443,1,BOTH_SURVIVED,True,49250.0,1.3,True,49790.0,0.4
82,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49096.46498157671,1452.6212524995474,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49146.996592668,40527.15491238512,1,BOTH_SURVIVED,True,49010.0,1.7,True,49070.0,1.6
83,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49309.02932138354,12086.33494916953,0,50000.0,0.0,180.0,BehaviorType.ATTACK,49510.287690025514,21777.053663062252,1,COBRA_WIN,True,49190.0,1.4,True,49430.0,1.0
84,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49885.66510929074,28887.613597915217,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49570.72742062009,47837.98870366486,1,BOTH_SURVIVED,True,49790.0,0.4,True,49490.0,0.9
85,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49550.97195982961,22738.77569932628,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49929.29776768884,45001.45874530526,1,BOTH_SURVIVED,True,49490.0,0.9,True,49790.0,0.4
86,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49169.922056586576,1641.6933092353702,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49519.647405990414,38124.71412229787,1,BOTH_SURVIVED,True,49070.0,1.6,True,49430.0,1.0
87,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49365.88944036472,15972.932325238065,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49850.69363006421,41070.11286638082,1,BOTH_SURVIVED,True,49250.0,1.3,True,49790.0,0.4
88,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49101.76466148014,7874.032716082019,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49684.25765672931,37657.3591654685,1,BOTH_SURVIVED,True,49010.0,1.7,True,49610.0,0.7
89,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49860.37525545437,25997.462124117126,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49252.64211865503,48366.81380830522,1,BOTH_SURVIVED,True,49790.0,0.4,True,49190.0,1.4
90,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49099.05926537781,29052.291158647353,0,50000.0,0.0,180.0,BehaviorType.ATTACK,49499.322921020015,8419.415397128172,1,COBRA_WIN,True,49010.0,1.7,True,49430.0,1.0
91,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49921.880828585636,28147.25627293256,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49432.093289494514,43991.39141451561,1,BOTH_SURVIVED,True,49790.0,0.4,True,49370.0,1.1
92,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49881.286140427976,35999.09739575418,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49757.39134441291,10166.082832374024,1,BOTH_SURVIVED,True,49790.0,0.4,True,49670.0,0.6
93,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49554.85995131324,4549.039860771448,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49123.615961757394,47323.72082150001,1,BOTH_SURVIVED,True,49490.0,0.9,True,49010.0,1.7
94,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49577.907062993465,15217.070105648345,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49332.20948974251,17861.721515443583,0,VIPER_WIN,True,49490.0,0.9,True,49250.0,1.3
95,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49297.93278557664,15284.129505627403,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49103.28452344985,48753.20408302801,1,BOTH_SURVIVED,True,49190.0,1.4,True,49010.0,1.7
96,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49743.746091610585,12515.007009978068,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49856.382726515956,31888.043218615003,0,VIPER_WIN,True,49670.0,0.6,True,49790.0,0.4
97,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49021.62078440398,38435.85716483336,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49687.8516758037,14601.224334360175,1,BOTH_SURVIVED,True,48950.0,1.8,True,49610.0,0.7
98,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49922.81740931101,12254.06960877909,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49565.337284097885,48188.227463895026,1,BOTH_SURVIVED,True,49790.0,0.4,True,49490.0,0.9
99,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49095.559204420955,20948.284166434918,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49039.26055131407,18454.36690114145,0,VIPER_WIN,True,49010.0,1.7,True,48950.0,1.8
100,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49888.05753607203,9911.331062363432,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49683.47678340311,19733.543474373284,0,VIPER_WIN,True,49790.0,0.4,True,49610.0,0.7
