,test_id,kcid,lmc_prior_code,lengthscale_prior_code,subset,y0,y1,y2,y3,y4,total_nlpd
0,0.0,0.0,2.0,1.0,0.3,0.5899713395832811,-11.57296713018209,-11.57135495956484,0.04976798804816925,0.06229238130699751,-22.442290380808483
0,1.0,0.0,0.0,1.0,0.1,1.0453321054051903,-10.95751369181082,-10.995642566965447,0.13688417002301698,0.12800842963989398,-20.642931553708166
0,1.0,0.0,0.0,1.0,0.3,0.577239768345224,-11.569777367375682,-11.567544233193088,0.0550013694977751,0.04872907911334557,-22.456351383612425
0,2.0,0.0,0.0,1.0,0.1,0.7822262176547654,-11.403400186035967,-11.409009527116341,0.12533882335252677,0.09965982736773368,-21.805184844777283
0,2.0,0.0,0.0,1.0,0.3,0.5963202076437869,-11.55272390147919,-11.539580390619003,0.2388607427935441,0.06187646897028535,-22.195246872690575
0,3.0,0.0,0.0,1.0,0.1,1.12359014888582,155.34617661910764,139.23017708536756,0.22369187921695893,0.11422749853716772,296.0378632311151
0,3.0,0.0,0.0,1.0,0.3,0.4585811502022345,-9.83028161723366,-9.942523280487,0.11602364521297928,0.047466710792395936,-19.15073339151305
0,0.0,0.0,2.0,1.0,0.1,1.0236543594624885,-11.250129377780818,-11.237133453017266,0.08973523796845792,0.22212390560144177,-21.151749327765696
0,0.0,0.0,2.0,1.0,0.3,0.5927072224406158,-11.5717775920297,-11.574995456300277,0.051909368147552766,0.04930836391931592,-22.452848093822492
0,1.0,0.0,0.0,1.0,0.1,1.1976994348947818,-11.020169994248972,-11.01935626682473,0.14539613481281594,0.11795538489349335,-20.57847530647261
0,1.0,0.0,0.0,1.0,0.3,0.5959274233916758,-11.565924432509378,-11.568715532348502,0.06338031760927672,0.052022943859472544,-22.423309279997454
0,2.0,0.0,0.0,1.0,0.1,0.8003571673199467,-11.43536880501525,-11.39280585966319,0.15342069958116455,0.09566843357055885,-21.778728364206767
0,2.0,0.0,0.0,1.0,0.3,0.5953466682977417,-11.563167359678346,-11.544325600996888,0.05420399842807658,0.06801027087404983,-22.389932023075367
0,3.0,0.0,0.0,1.0,0.1,1.4167920535916376,928.821508050525,1003.3563792600879,0.16366628886167944,0.2949364163704987,1934.0532820694368
0,3.0,0.0,0.0,1.0,0.3,0.5110724153114071,-10.632576286737798,-10.607238637248907,0.06633406168690947,0.0666850821439302,-20.595723364844456
0,0.0,0.0,2.0,1.0,0.1,0.9006801713207178,-11.122271462505399,-11.117512801082784,0.06839772722157367,0.1256854395067024,-21.14502092553919
0,0.0,0.0,2.0,1.0,0.3,0.5910449601662054,-11.575070570941339,-11.575016489326664,0.052268804792625405,0.06080386930604742,-22.445969426003128
0,1.0,0.0,0.0,1.0,0.1,1.0091956699501334,-10.310176982065581,-10.244797973278713,0.09957109211608742,0.11767398506254215,-19.328534208215533
0,1.0,0.0,0.0,1.0,0.3,0.618087676792497,-11.576515558449474,-11.553876287136644,0.051965895808081614,0.04434835801066901,-22.41598991497487
0,2.0,0.0,0.0,1.0,0.1,0.7968617901783633,-11.382696260975317,-11.402460045415353,0.09872291713311906,0.10448507481892799,-21.785086524260258
0,2.0,0.0,0.0,1.0,0.3,0.6009920824489278,-11.528173959606242,-11.55268782579169,0.09338376090228931,0.06616866487085316,-22.32031727717586
0,3.0,0.0,0.0,1.0,0.1,1.1191485543377124,14.660166242411881,11.385389563395089,0.08953302092785485,0.18972462016120392,27.443962001233743
0,3.0,0.0,0.0,1.0,0.3,0.49283994266225717,-4.2926584525044875,-4.379294559418308,0.08737868320908544,0.05932842945472538,-8.032405956596728
0,0.0,0.0,2.0,1.0,0.1,0.8468934195676079,-11.142881368570828,-11.165603062003447,0.08442296241415108,0.1217011601242793,-21.255466888468238
0,0.0,0.0,2.0,1.0,0.3,0.5994289611249554,-11.57737585965352,-11.571709279001512,0.05465545437961402,0.045744428532786825,-22.449256294617676
0,1.0,0.0,0.0,1.0,0.1,1.3985433058869965,-10.182534812983029,-10.271477075555161,0.11348092395479548,0.17503526803618227,-18.766952390660215
0,1.0,0.0,0.0,1.0,0.3,0.6081022315887251,-11.570419653125825,-11.57738924720197,0.052298566910071224,0.0466266769365154,-22.44078142489248
0,2.0,0.0,0.0,1.0,0.1,0.8072991785845336,-11.433364422715986,-11.411011754001068,0.11123604815998177,0.10146382748187525,-21.824377122490663
0,2.0,0.0,0.0,1.0,0.3,0.5971709692460803,-11.561960928676427,-11.549804561358268,0.229149795030052,0.06745786750539333,-22.21798685825317
0,3.0,0.0,0.0,1.0,0.1,0.8027931815930847,57.81883362943085,55.40119200783151,0.260269003499074,0.13587319460275027,114.41896101695727
0,3.0,0.0,0.0,1.0,0.3,0.5071424051143222,-9.888558894409586,-10.028235550427082,0.08503794884468222,0.06287890404674132,-19.261735186830922
0,0.0,0.0,2.0,1.0,0.1,0.7778411211926338,-11.406597161807266,-11.427958823100834,0.10567289011833075,0.09284242307098133,-21.858199550526155
0,0.0,0.0,2.0,1.0,0.3,0.5982445002720121,-11.583358595518376,-11.578431433761317,0.05018502704635862,0.051445352644206015,-22.46191514931712
0,1.0,0.0,0.0,1.0,0.1,1.2231654835208061,-9.459915891789562,-9.472145231867806,0.12709946361036986,0.15492073150665833,-17.426875445019533
0,1.0,0.0,0.0,1.0,0.3,0.7256791912258193,-11.464210233728902,-11.468233632269824,0.07666218925721284,0.0573839178937652,-22.072718567621926
0,2.0,0.0,0.0,1.0,0.1,0.7913505098581044,-11.423630248787356,-11.400037101918937,0.11063993757679941,0.09929854605485088,-21.82237835721654
0,2.0,0.0,0.0,1.0,0.3,0.5946968903897223,-11.397070506244638,-11.548529699480104,0.19364211033563172,0.06440207822388287,-22.092859126775508
0,3.0,0.0,0.0,1.0,0.1,0.8322656112356422,42.61225101520556,43.823279364868235,0.19332477859978536,0.17566837785005146,87.63678914775927
0,3.0,0.0,0.0,1.0,0.3,0.5280354531603504,-10.467987874191113,-10.629951239791133,0.12391841248912312,0.041557742799470276,-20.404427505533302
0,0.0,0.0,2.0,1.0,0.1,1.2833956295646622,-10.463936081430221,-10.501236084407113,0.13553674033963214,0.1644485201421213,-19.38179127579092
0,0.0,0.0,2.0,1.0,0.3,0.5960709986365803,-11.574603143915374,-11.569190939729717,0.0511711363885787,0.05774579197883786,-22.438806156641093
0,1.0,0.0,0.0,1.0,0.1,0.9147829758311828,-11.214396831247152,-11.216352425539924,0.06734664285174444,0.11293405749394599,-21.335685580610203
0,1.0,0.0,0.0,1.0,0.3,0.603602715611342,-11.557165404288252,-11.577740835059142,0.047248044774819704,0.04691822726026709,-22.437137251700968
0,2.0,0.0,0.0,1.0,0.1,0.8009949071024338,-11.431093528306683,-11.407736212493427,0.08050465369436441,0.09149671616963792,-21.865833463833674
0,2.0,0.0,0.0,1.0,0.3,0.5963780654478814,-11.4817179907492,-11.542763256796132,0.12066598431236804,0.06591365280932555,-22.24152354497576
0,3.0,0.0,0.0,1.0,0.1,0.9432146265656304,341.77186575134124,424.95954384601805,0.1512959655838633,0.19329133429353362,768.0192115238023
0,3.0,0.0,0.0,1.0,0.3,0.5066252959261135,-9.976777394231775,-10.098244849051285,0.11729225718710923,0.0487194788478328,-19.402385211322002
